postal_code,location,manuplicity,admin_center
5095,ДОБРЕВЦИ,ЕЛЕНА,ВЕЛИКО ТЪРНОВО
5365,ДОБРЕВЦИ,ТРЯВНА,ГАБРОВО
5762,ДОБРЕВЦИ,ЯБЛАНИЦА,ЛОВЕЧ
5380,ДОБРЕНИТЕ,ДРЯНОВО,ГАБРОВО
9782,ДОБРИ ВОЙНИКОВО,ХИТРИНО,ШУМЕН
9128,ДОБРИ ДОЛ,АВРЕН,ВАРНА
3667,ДОБРИ ДОЛ,ЛОМ,МОНТАНА
4292,ДОБРИ ДОЛ,ПЪРВОМАЙ,ПЛОВДИВ
2559,ДОБРИ ДОЛ,ТРЕКЛЯНО,КЮСТЕНДИЛ
5149,ДОБРИ ДЯЛ,ЛЯСКОВЕЦ,ВЕЛИКО ТЪРНОВО
2838,ДОБРИ ЛАКИ,СТРУМЯНИ,БЛАГОЕВГРАД
9402,ДОБРИН,КРУШАРИ,ДОБРИЧ
9216,ДОБРИНА,ПРОВАДИЯ,ВАРНА
2777,ДОБРИНИЩЕ,БАНСКО,БЛАГОЕВГРАД
8477,ДОБРИНОВО,КАРНОБАТ,БУРГАС
6670,ДОБРИНОВО,КЪРДЖАЛИ,КЪРДЖАЛИ
6857,ДОБРИНЦИ,ДЖЕБЕЛ,КЪРДЖАЛИ
6437,ДОБРИЧ,ДИМИТРОВГРАД,ХАСКОВО
8724,ДОБРИЧ,ЕЛХОВО,ЯМБОЛ
9300,ДОБРИЧ,,ДОБРИЧ
4405,ДОБРОВНИЦА,ПАЗАРДЖИК,ПАЗАРДЖИК
2662,ДОБРОВО,БОБОШЕВО,КЮСТЕНДИЛ
9145,ДОБРОГЛЕД,АКСАКОВО,ВАРНА
5658,ДОБРОДАН,ТРОЯН,ЛОВЕЧ
3253,ДОБРОЛЕВО,БОРОВАН,ВРАЦА
8552,ДОБРОМИР,РУЕН,БУРГАС
5430,ДОБРОМИРКА,СЕВЛИЕВО,ГАБРОВО
6861,ДОБРОМИРЦИ,КИРКОВО,КЪРДЖАЛИ
9281,ДОБРОПЛОДНО,ВЕТРИНО,ВАРНА
6560,ДОБРОСЕЛЕЦ,ТОПОЛОВГРАД,ХАСКОВО
1247,ДОБРОСЛАВЦИ,район НОВИ ИСКЪР,СОФИЯ
4256,ДОБРОСТАН,АСЕНОВГРАД,ПЛОВДИВ
2919,ДОБРОТИНО,ГОЦЕ ДЕЛЧЕВ,БЛАГОЕВГРАД
7990,ДОБРОТИЦА,АНТОНОВО,ТЪРГОВИЩЕ
7531,ДОБРОТИЦА,СИТОВО,СИЛИСТРА
9282,ДОБРОТИЧ,ВЪЛЧИ ДОЛ,ВАРНА
7548,ДОБРУДЖАНКА,КАЙНАРДЖА,СИЛИСТРА
3069,ДОБРУША,КРИВОДОЛ,ВРАЦА
2799,ДОБЪРСКО,РАЗЛОГ,БЛАГОЕВГРАД
2289,ДОБЪРЧИН,СВОГЕ,СОФИЯ
2115,ДОГАНОВО,ЕЛИН ПЕЛИН,СОФИЯ
2547,ДОЖДЕВИЦА,КЮСТЕНДИЛ,КЮСТЕНДИЛ
5035,ДОЙНОВЦИ,ВЕЛИКО ТЪРНОВО,ВЕЛИКО ТЪРНОВО
6799,ДОЙРАНЦИ,АРДИНО,КЪРДЖАЛИ
9961,ДОЙРАНЦИ,КАОЛИНОВО,ШУМЕН
5550,ДОЙРЕНЦИ,ЛОВЕЧ,ЛОВЕЧ
2734,ДОКАТИЧЕВО,СИМИТЛИ,БЛАГОЕВГРАД
3449,ДОКТОР ЙОСИФОВО,МОНТАНА,МОНТАНА
2497,ДОКЬОВЦИ,ТРЪН,ПЕРНИК
4985,ДОЛЕН,ЗЛАТОГРАД,СМОЛЯН
2968,ДОЛЕН,САТОВЧА,БЛАГОЕВГРАД
5050,ДОЛЕН ЕНЕВЕЦ,ВЕЛИКО ТЪРНОВО,ВЕЛИКО ТЪРНОВО
2887,ДОЛЕНЕ,ПЕТРИЧ,БЛАГОЕВГРАД
2811,ДОЛЕНИ,САНДАНСКИ,БЛАГОЕВГРАД
7682,ДОЛЕЦ,ДУЛОВО,СИЛИСТРА
7858,ДОЛЕЦ,ПОПОВО,ТЪРГОВИЩЕ
4921,ДОЛИЕ,МАДАН,СМОЛЯН
9358,ДОЛИНА,ДОБРИЧ,ДОБРИЧ
9947,ДОЛИНА,КАОЛИНОВО,ШУМЕН
2637,ДОЛИСТОВО,БОБОВ ДОЛ,КЮСТЕНДИЛ
9152,ДОЛИЩЕ,АКСАКОВО,ВАРНА
6663,ДОЛИЩЕ,КЪРДЖАЛИ,КЪРДЖАЛИ
2040,ДОЛНА БАНЯ,ДОЛНА БАНЯ,СОФИЯ
3545,ДОЛНА БЕЛА РЕЧКА,ВЪРШЕЦ,МОНТАНА
3143,ДОЛНА БЕШОВИЦА,РОМАН,ВРАЦА
2034,ДОЛНА ВАСИЛИЦА,КОСТЕНЕЦ,СОФИЯ
3485,ДОЛНА ВЕРЕНИЦА,МОНТАНА,МОНТАНА
2458,ДОЛНА ВРАБЧА,ЗЕМЕН,ПЕРНИК
2843,ДОЛНА ГРАДЕШНИЦА,КРЕСНА,БЛАГОЕВГРАД
2536,ДОЛНА ГРАЩИЦА,КЮСТЕНДИЛ,КЮСТЕНДИЛ
2420,ДОЛНА ДИКАНЯ,РАДОМИР,ПЕРНИК
4655,ДОЛНА ДЪБЕВА,ВЕЛИНГРАД,ПАЗАРДЖИК
7968,ДОЛНА ЗЛАТИЦА,АНТОНОВО,ТЪРГОВИЩЕ
7867,ДОЛНА КАБДА,ПОПОВО,ТЪРГОВИЩЕ
2595,ДОЛНА КОЗНИЦА,НЕВЕСТИНО,КЮСТЕНДИЛ
3153,ДОЛНА КРЕМЕНА,МЕЗДРА,ВРАЦА
6686,ДОЛНА КРЕПОСТ,КЪРДЖАЛИ,КЪРДЖАЛИ
2888,ДОЛНА КРУШИЦА,ПЕТРИЧ,БЛАГОЕВГРАД
6953,ДОЛНА КУЛА,КРУМОВГРАД,КЪРДЖАЛИ
5226,ДОЛНА ЛИПНИЦА,ПАВЛИКЕНИ,ВЕЛИКО ТЪРНОВО
2107,ДОЛНА МАЛИНА,ГОРНА МАЛИНА,СОФИЯ
5659,ДОЛНА МАРГАТИНА,ТРОЯН,ЛОВЕЧ
4200,ДОЛНА МАХАЛА,КАЛОЯНОВО,ПЛОВДИВ
2490,ДОЛНА МЕЛНА,ТРЪН,ПЕРНИК
5855,ДОЛНА МИТРОПОЛИЯ,ДОЛНА МИТРОПОЛИЯ,ПЛЕВЕН
2213,ДОЛНА НЕВЛЯ,ДРАГОМАН,СОФИЯ
5130,ДОЛНА ОРЯХОВИЦА,ГОРНА ОРЯХОВИЦА,ВЕЛИКО ТЪРНОВО
2892,ДОЛНА РИБНИЦА,ПЕТРИЧ,БЛАГОЕВГРАД
3452,ДОЛНА РИКСА,МОНТАНА,МОНТАНА
2397,ДОЛНА СЕКИРНА,БРЕЗНИК,ПЕРНИК
7123,ДОЛНА СТУДЕНА,ЦЕНОВО,РУСЕ
7931,ДОЛНА ХУБАВКА,ОМУРТАГ,ТЪРГОВИЩЕ
1855,ДОЛНИ БОГРОВ,район КРЕМИКОВЦИ,СОФИЯ
3782,ДОЛНИ БОШНЯК,ВИДИН,ВИДИН
3344,ДОЛНИ ВАДИН,ОРЯХОВО,ВРАЦА
5969,ДОЛНИ ВИТ,ГУЛЯНЦИ,ПЛЕВЕН
5380,ДОЛНИ ВЪРПИЩА,ДРЯНОВО,ГАБРОВО
6483,ДОЛНИ ГЛАВАНАК,МАДЖАРОВО,ХАСКОВО
5036,ДОЛНИ ДАМЯНОВЦИ,ВЕЛИКО ТЪРНОВО,ВЕЛИКО ТЪРНОВО
5380,ДОЛНИ ДРАГОЙЧА,ДРЯНОВО,ГАБРОВО
5870,ДОЛНИ ДЪБНИК,ДОЛНИ ДЪБНИК,ПЛЕВЕН
2558,ДОЛНИ КОРИТЕН,ТРЕКЛЯНО,КЮСТЕНДИЛ
3958,ДОЛНИ ЛОМ,ЧУПРЕНЕ,ВИДИН
5867,ДОЛНИ ЛУКОВИТ,ИСКЪР,ПЛЕВЕН
5360,ДОЛНИ МАРЕНЦИ,ТРЯВНА,ГАБРОВО
5084,ДОЛНИ МАРЯН,ЕЛЕНА,ВЕЛИКО ТЪРНОВО
2028,ДОЛНИ ОКОЛ,САМОКОВ,СОФИЯ
1165,ДОЛНИ ПАСАРЕЛ,район ПАНЧАРЕВО,СОФИЯ
5360,ДОЛНИ РАДКОВЦИ,ТРЯВНА,ГАБРОВО
2413,ДОЛНИ РАКОВЕЦ,РАДОМИР,ПЕРНИК
2367,ДОЛНИ РОМАНЦИ,БРЕЗНИК,ПЕРНИК
5097,ДОЛНИ ТАНЧЕВЦИ,ЕЛЕНА,ВЕЛИКО ТЪРНОВО
5350,ДОЛНИ ТОМЧЕВЦИ,ТРЯВНА,ГАБРОВО
3642,ДОЛНИ ЦИБЪР,ВЪЛЧЕДРЪМ,МОНТАНА
9120,ДОЛНИ ЧИФЛИК,ДОЛНИ ЧИФЛИК,ВАРНА
6954,ДОЛНИ ЮРУЦИ,КРУМОВГРАД,КЪРДЖАЛИ
7053,ДОЛНО АБЛАНОВО,РУСЕ,РУСЕ
6422,ДОЛНО БЕЛЕВО,ДИМИТРОВГРАД,ХАСКОВО
3437,ДОЛНО БЕЛОТИНЦИ,МОНТАНА,МОНТАНА
6393,ДОЛНО БОТЕВО,СТАМБОЛОВО,ХАСКОВО
6389,ДОЛНО ВОЙВОДИНО,ХАСКОВО,ХАСКОВО
4498,ДОЛНО ВЪРШИЛО,СЕПТЕМВРИ,ПАЗАРДЖИК
6358,ДОЛНО ГОЛЕМАНЦИ,ХАСКОВО,ХАСКОВО
2798,ДОЛНО ДРАГЛИЩЕ,РАЗЛОГ,БЛАГОЕВГРАД
2944,ДОЛНО ДРЯНОВО,ГЪРМЕН,БЛАГОЕВГРАД
6183,ДОЛНО ИЗВОРОВО,КАЗАНЛЪК,СТАРА ЗАГОРА
2137,ДОЛНО КАМАРЦИ,ГОРНА МАЛИНА,СОФИЯ
2556,ДОЛНО КОБИЛЕ,ТРЕКЛЯНО,КЮСТЕНДИЛ
7926,ДОЛНО КОЗАРЕВО,ОМУРТАГ,ТЪРГОВИЩЕ
6870,ДОЛНО КЪПИНОВО,КИРКОВО,КЪРДЖАЛИ
3605,ДОЛНО ЛИНЕВО,ЛОМ,МОНТАНА
6586,ДОЛНО ЛУКОВО,ИВАЙЛОВГРАД,ХАСКОВО
7938,ДОЛНО НОВКОВО,ОМУРТАГ,ТЪРГОВИЩЕ
6226,ДОЛНО НОВО СЕЛО,БРАТЯ ДАСКАЛОВИ,СТАРА ЗАГОРА
2212,ДОЛНО НОВО СЕЛО,ДРАГОМАН,СОФИЯ
3538,ДОЛНО ОЗИРОВО,ВЪРШЕЦ,МОНТАНА
2757,ДОЛНО ОСЕНОВО,СИМИТЛИ,БЛАГОЕВГРАД
6382,ДОЛНО ПОЛЕ,СТАМБОЛОВО,ХАСКОВО
6779,ДОЛНО ПРАХОВО,АРДИНО,КЪРДЖАЛИ
7624,ДОЛНО РЯХОВО,ГЛАВИНИЦА,СИЛИСТРА
6161,ДОЛНО САХРАНЕ,ПАВЕЛ БАНЯ,СТАРА ЗАГОРА
2567,ДОЛНО СЕЛО,КЮСТЕНДИЛ,КЮСТЕНДИЛ
2869,ДОЛНО СПАНЧЕВО,ПЕТРИЧ,БЛАГОЕВГРАД
6455,ДОЛНО СЪДИЕВО,МАДЖАРОВО,ХАСКОВО
2560,ДОЛНО УЙНО,КЮСТЕНДИЛ,КЮСТЕНДИЛ
3639,ДОЛНО ЦЕРОВЕНЕ,ЯКИМОВО,МОНТАНА
6381,ДОЛНО ЧЕРКОВИЩЕ,СТАМБОЛОВО,ХАСКОВО
5090,ДОЛНО ШИВАЧЕВО,ЗЛАТАРИЦА,ВЕЛИКО ТЪРНОВО
8342,ДОЛНО ЯБЪЛКОВО,СРЕДЕЦ,БУРГАС
6573,ДОЛНОСЕЛЦИ,ИВАЙЛОВГРАД,ХАСКОВО
4254,ДОЛНОСЛАВ,АСЕНОВГРАД,ПЛОВДИВ
6887,ДОМИЩЕ,КИРКОВО,КЪРДЖАЛИ
4357,ДОМЛЯН,КАРЛОВО,ПЛОВДИВ
3659,ДОНДУКОВО,БРУСАРЦИ,МОНТАНА
5342,ДОНИНО,ГАБРОВО,ГАБРОВО
5360,ДОНКИНО,ТРЯВНА,ГАБРОВО
5081,ДОНКОВЦИ,ЕЛЕНА,ВЕЛИКО ТЪРНОВО
9354,ДОНЧЕВО,ДОБРИЧ,ДОБРИЧ
5351,ДОНЧОВЦИ,ТРЯВНА,ГАБРОВО
4641,ДОРКОВО,РАКИТОВО,ПАЗАРДЖИК
6472,ДОСИТЕЕВО,ХАРМАНЛИ,ХАСКОВО
4831,ДОСПАТ,ДОСПАТ,СМОЛЯН
2012,ДОСПЕЙ,САМОКОВ,СОФИЯ
5380,ДОЧА,ДРЯНОВО,ГАБРОВО
6577,ДРАБИШНА,ИВАЙЛОВГРАД,ХАСКОВО
5524,ДРАГАНА,УГЪРЧИН,ЛОВЕЧ
3534,ДРАГАНИЦА,ВЪРШЕЦ,МОНТАНА
7773,ДРАГАНОВЕЦ,ТЪРГОВИЩЕ,ТЪРГОВИЩЕ
8114,ДРАГАНОВО,БУРГАС,БУРГАС
5137,ДРАГАНОВО,ГОРНА ОРЯХОВИЦА,ВЕЛИКО ТЪРНОВО
9349,ДРАГАНОВО,ДОБРИЧ,ДОБРИЧ
6714,ДРАГАНОВО,ЧЕРНООЧЕНЕ,КЪРДЖАЛИ
5332,ДРАГАНОВЦИ,ГАБРОВО,ГАБРОВО
5094,ДРАГАНОВЦИ,ЕЛЕНА,ВЕЛИКО ТЪРНОВО
5081,ДРАГАНОСКОВЦИ,ЕЛЕНА,ВЕЛИКО ТЪРНОВО
8489,ДРАГАНЦИ,КАРНОБАТ,БУРГАС
5335,ДРАГАНЧЕТАТА,ГАБРОВО,ГАБРОВО
5952,ДРАГАШ ВОЙВОДА,НИКОПОЛ,ПЛЕВЕН
5332,ДРАГИЕВЦИ,ГАБРОВО,ГАБРОВО
5145,ДРАГИЖЕВО,ЛЯСКОВЕЦ,ВЕЛИКО ТЪРНОВО
5094,ДРАГИЙЦИ,ЕЛЕНА,ВЕЛИКО ТЪРНОВО
4642,ДРАГИНОВО,ВЕЛИНГРАД,ПАЗАРДЖИК
2351,ДРАГИЧЕВО,ПЕРНИК,ПЕРНИК
5097,ДРАГНЕВЦИ,ЕЛЕНА,ВЕЛИКО ТЪРНОВО
5360,ДРАГНЕВЦИ,ТРЯВНА,ГАБРОВО
2237,ДРАГОВИЩИЦА,КОСТИНБРОД,СОФИЯ
2564,ДРАГОВИЩИЦА,КЮСТЕНДИЛ,КЮСТЕНДИЛ
8437,ДРАГОВО,КАРНОБАТ,БУРГАС
2625,ДРАГОДАН,КОЧЕРИНОВО,КЮСТЕНДИЛ
8888,ДРАГОДАНОВО,СЛИВЕН,СЛИВЕН
9860,ДРАГОЕВО,ВЕЛИКИ ПРЕСЛАВ,ШУМЕН
2208,ДРАГОИЛ,ДРАГОМАН,СОФИЯ
5751,ДРАГОИЦА,ЯБЛАНИЦА,ЛОВЕЧ
4293,ДРАГОЙНОВО,ПЪРВОМАЙ,ПЛОВДИВ
2554,ДРАГОЙЧИНЦИ,ТРЕКЛЯНО,КЮСТЕНДИЛ
2210,ДРАГОМАН,ДРАГОМАН,СОФИЯ
5343,ДРАГОМАНИ,ГАБРОВО,ГАБРОВО
4184,ДРАГОМИР,СЪЕДИНЕНИЕ,ПЛОВДИВ
2428,ДРАГОМИРОВО,РАДОМИР,ПЕРНИК
5285,ДРАГОМИРОВО,СВИЩОВ,ВЕЛИКО ТЪРНОВО
7419,ДРАГОМЪЖ,ИСПЕРИХ,РАЗГРАД
4406,ДРАГОР,ПАЗАРДЖИК,ПАЗАРДЖИК
2916,ДРАГОСТИН,ГОЦЕ ДЕЛЧЕВ,БЛАГОЕВГРАД
2218,ДРАГОТИНЦИ,СЛИВНИЦА,СОФИЯ
2875,ДРАГУШ,ПЕТРИЧ,БЛАГОЕВГРАД
2008,ДРАГУШИНОВО,САМОКОВ,СОФИЯ
8634,ДРАЖЕВО,ТУНДЖА,ЯМБОЛ
3929,ДРАЖИНЦИ,РУЖИНЦИ,ВИДИН
8324,ДРАКА,СРЕДЕЦ,БУРГАС
2829,ДРАКАТА,СТРУМЯНИ,БЛАГОЕВГРАД
7782,ДРАЛФА,ТЪРГОВИЩЕ,ТЪРГОВИЩЕ
8651,ДРАМА,ТУНДЖА,ЯМБОЛ
4164,ДРАНГОВО,БРЕЗОВО,ПЛОВДИВ
2859,ДРАНГОВО,ПЕТРИЧ,БЛАГОЕВГРАД
6860,ДРАНГОВО,КИРКОВО,КЪРДЖАЛИ
5363,ДРАНДАРИТЕ,ТРЯВНА,ГАБРОВО
8319,ДРАЧЕВО,СРЕДЕЦ,БУРГАС
3267,ДРАШАН,БЯЛА СЛАТИНА,ВРАЦА
5648,ДРАШКОВА ПОЛЯНА,АПРИЛЦИ,ЛОВЕЧ
2213,ДРЕАТИН,ДРАГОМАН,СОФИЯ
2430,ДРЕН,РАДОМИР,ПЕРНИК
2739,ДРЕНКОВО,БЛАГОЕВГРАД,БЛАГОЕВГРАД
5562,ДРЕНОВ,ЛОВЕЧ,ЛОВЕЧ
3920,ДРЕНОВЕЦ,РУЖИНЦИ,ВИДИН
2895,ДРЕНОВИЦА,ПЕТРИЧ,БЛАГОЕВГРАД
2236,ДРЕНОВО,КОСТИНБРОД,СОФИЯ
2876,ДРЕНОВО,ПЕТРИЧ,БЛАГОЕВГРАД
5095,ДРЕНТА,ЕЛЕНА,ВЕЛИКО ТЪРНОВО
9788,ДРЕНЦИ,ВЕНЕЦ,ШУМЕН
7834,ДРИНОВО,ПОПОВО,ТЪРГОВИЩЕ
6477,ДРИПЧЕВО,ХАРМАНЛИ,ХАСКОВО
9641,ДРОПЛА,БАЛЧИК,ДОБРИЧ
8563,ДРОПЛА,РУЕН,БУРГАС
2410,ДРУГАН,РАДОМИР,ПЕРНИК
3730,ДРУЖБА,ВИДИН,ВИДИН
2281,ДРУЖЕВО,СВОГЕ,СОФИЯ
6885,ДРУЖИНЦИ,КИРКОВО,КЪРДЖАЛИ
9815,ДРУМЕВО,ШУМЕН,ШУМЕН
2596,ДРУМОХАР,НЕВЕСТИНО,КЮСТЕНДИЛ
6820,ДРУМЧЕ,МОМЧИЛГРАД,КЪРДЖАЛИ
2238,ДРЪМША,КОСТИНБРОД,СОФИЯ
9173,ДРЪНДАР,СУВОРОВО,ВАРНА
4941,ДРЯНКА,БАНИТЕ,СМОЛЯН
8524,ДРЯНКОВЕЦ,АЙТОС,БУРГАС
6865,ДРЯНОВА ГЛАВА,КИРКОВО,КЪРДЖАЛИ
7122,ДРЯНОВЕЦ,БЯЛА,РУСЕ
9392,ДРЯНОВЕЦ,ДОБРИЧ,ДОБРИЧ
7268,ДРЯНОВЕЦ,РАЗГРАД,РАЗГРАД
4856,ДРЯНОВЕЦ,ЧЕПЕЛАРЕ,СМОЛЯН
5370,ДРЯНОВО,ДРЯНОВО,ГАБРОВО
4241,ДРЯНОВО,ЛЪКИ,ПЛОВДИВ
6493,ДРЯНОВО,СИМЕОНОВГРАД,ХАСКОВО
8652,ДРЯНОВО,ТУНДЖА,ЯМБОЛ
5618,ДРЯНСКА,ТРОЯН,ЛОВЕЧ
5462,ДРЯНЪТ,СЕВЛИЕВО,ГАБРОВО
4174,ДУВАНЛИИ,КАЛОЯНОВО,ПЛОВДИВ
5094,ДУКОВЦИ,ЕЛЕНА,ВЕЛИКО ТЪРНОВО
7650,ДУЛОВО,ДУЛОВО,СИЛИСТРА
5345,ДУМНИЦИ,ГАБРОВО,ГАБРОВО
7623,ДУНАВЕЦ,ТУТРАКАН,СИЛИСТРА
5041,ДУНАВЦИ,ВЕЛИКО ТЪРНОВО,ВЕЛИКО ТЪРНОВО
3740,ДУНАВЦИ,ВИДИН,ВИДИН
6145,ДУНАВЦИ,КАЗАНЛЪК,СТАРА ЗАГОРА
4723,ДУНЕВО,СМОЛЯН,СМОЛЯН
4990,ДУНЯ,НЕДЕЛИНО,СМОЛЯН
2600,ДУПНИЦА,ДУПНИЦА,КЮСТЕНДИЛ
9670,ДУРАНКУЛАК,ШАБЛА,ДОБРИЧ
5089,ДУРОВЦИ,ЗЛАТАРИЦА,ВЕЛИКО ТЪРНОВО
5380,ДУРЧА,ДРЯНОВО,ГАБРОВО
7435,ДУХОВЕЦ,ИСПЕРИХ,РАЗГРАД
2083,ДУШАНЦИ,ПИРДОП,СОФИЯ
5455,ДУШЕВО,СЕВЛИЕВО,ГАБРОВО
5455,ДУШЕВСКИ КОЛИБИ,СЕВЛИЕВО,ГАБРОВО
6846,ДУШИНКОВО,ДЖЕБЕЛ,КЪРДЖАЛИ
2398,ДУШИНЦИ,БРЕЗНИК,ПЕРНИК
6714,ДУШКА,ЧЕРНООЧЕНЕ,КЪРДЖАЛИ
5787,ДЪБЕН,ЛУКОВИТ,ЛОВЕЧ
4349,ДЪБЕНЕ,КАРЛОВО,ПЛОВДИВ
8213,ДЪБНИК,ПОМОРИЕ,БУРГАС
2940,ДЪБНИЦА,ГЪРМЕН,БЛАГОЕВГРАД
8996,ДЪБОВА,КОТЕЛ,СЛИВЕН
4969,ДЪБОВА,РУДОЗЕМ,СМОЛЯН
3674,ДЪБОВА МАХАЛА,БРУСАРЦИ,МОНТАНА
5973,ДЪБОВАН,ГУЛЯНЦИ,ПЛЕВЕН
6587,ДЪБОВЕЦ,ЛЮБИМЕЦ,ХАСКОВО
9551,ДЪБОВИК,ГЕНЕРАЛ ТОШЕВО,ДОБРИЧ
8449,ДЪБОВИЦА,СУНГУРЛАРЕ,БУРГАС
8736,ДЪБОВО,БОЛЯРОВО,ЯМБОЛ
6178,ДЪБОВО,МЪГЛИЖ,СТАРА ЗАГОРА
9638,ДЪБРАВА,БАЛЧИК,ДОБРИЧ
2723,ДЪБРАВА,БЛАГОЕВГРАД,БЛАГОЕВГРАД
5546,ДЪБРАВА,ЛОВЕЧ,ЛОВЕЧ
5765,ДЪБРАВАТА,ЯБЛАНИЦА,ЛОВЕЧ
9126,ДЪБРАВИНО,АВРЕН,ВАРНА
4472,ДЪБРАВИТЕ,БЕЛОВО,ПАЗАРДЖИК
7997,ДЪБРАВИЦА,АНТОНОВО,ТЪРГОВИЩЕ
3916,ДЪБРАВКА,БЕЛОГРАДЧИК,ВИДИН
6642,ДЪЖДИНО,КЪРДЖАЛИ,КЪРДЖАЛИ
6917,ДЪЖДОВНИК,КРУМОВГРАД,КЪРДЖАЛИ
6747,ДЪЖДОВНИЦА,КЪРДЖАЛИ,КЪРДЖАЛИ
5668,ДЪЛБОК ДОЛ,ТРОЯН,ЛОВЕЧ
4280,ДЪЛБОК ИЗВОР,ПЪРВОМАЙ,ПЛОВДИВ
6060,ДЪЛБОКИ,СТАРА ЗАГОРА,СТАРА ЗАГОРА
5745,ДЪЛГА ЛИВАДА,ТЕТЕВЕН,ЛОВЕЧ
2492,ДЪЛГА ЛУКА,ТРЪН,ПЕРНИК
7742,ДЪЛГАЧ,ТЪРГОВИЩЕ,ТЪРГОВИЩЕ
3475,ДЪЛГИ ДЕЛ,ГЕОРГИ ДАМЯНОВО,МОНТАНА
5088,ДЪЛГИ ПРИПЕК,ЗЛАТАРИЦА,ВЕЛИКО ТЪРНОВО
3756,ДЪЛГО ПОЛЕ,ДИМОВО,ВИДИН
4195,ДЪЛГО ПОЛЕ,КАЛОЯНОВО,ПЛОВДИВ
3638,ДЪЛГОДЕЛЦИ,ЯКИМОВО,МОНТАНА
9250,ДЪЛГОПОЛ,ДЪЛГОПОЛ,ВАРНА
6637,ДЪНГОВО,КЪРДЖАЛИ,КЪРДЖАЛИ
5350,ДЪРВАРИ,ТРЯВНА,ГАБРОВО
6217,ДЪРЖАВА,ЧИРПАН,СТАРА ЗАГОРА
6188,ДЪРЖАВЕН,МЪГЛИЖ,СТАРА ЗАГОРА
3747,ДЪРЖАНИЦА,ДИМОВО,ВИДИН
5070,ДЪРЛЕВЦИ,ЕЛЕНА,ВЕЛИКО ТЪРНОВО
3129,ДЪРМАНЦИ,МЕЗДРА,ВРАЦА
5363,ДЪСКАРИТЕ,ТРЯВНА,ГАБРОВО
5223,ДЪСКОТ,ПАВЛИКЕНИ,ВЕЛИКО ТЪРНОВО
8561,ДЪСКОТНА,РУЕН,БУРГАС
8330,ДЮЛЕВО,СРЕДЕЦ,БУРГАС
4529,ДЮЛЕВО,СТРЕЛЧА,ПАЗАРДЖИК
9108,ДЮЛИНО,БЯЛА,ВАРНА
6876,ДЮЛИЦА,КИРКОВО,КЪРДЖАЛИ
8571,ДЮЛЯ,РУЕН,БУРГАС
8918,ДЯДОВО,НОВА ЗАГОРА,СЛИВЕН
6705,ДЯДОВСКО,ЧЕРНООЧЕНЕ,КЪРДЖАЛИ
6764,ДЯДОВЦИ,АРДИНО,КЪРДЖАЛИ
2651,ДЯКОВО,ДУПНИЦА,КЮСТЕНДИЛ
5454,ДЯЛЪК,СЕВЛИЕВО,ГАБРОВО
7270,ДЯНКОВО,РАЗГРАД,РАЗГРАД
5965,ЕВЛОГИЕВО,НИКОПОЛ,ПЛЕВЕН
8172,ЕВРЕНЕЗОВО,МАЛКО ТЪРНОВО,БУРГАС
6931,ЕГРЕК,КРУМОВГРАД,КЪРДЖАЛИ
2429,ЕГЪЛНИЦА,КОВАЧЕВЦИ,ПЕРНИК
9792,ЕДИНАКОВЦИ,ХИТРИНО,ШУМЕН
6173,ЕДРЕВО,НИКОЛАЕВО,СТАРА ЗАГОРА
6909,ЕДРИНО,КРУМОВГРАД,КЪРДЖАЛИ
2464,ЕЗДИМИРЦИ,ТРЪН,ПЕРНИК
2846,ЕЗЕРЕЦ,КРЕСНА,БЛАГОЕВГРАД
9687,ЕЗЕРЕЦ,ШАБЛА,ДОБРИЧ
8919,ЕЗЕРО,НОВА ЗАГОРА,СЛИВЕН
9168,ЕЗЕРОВО,БЕЛОСЛАВ,ВАРНА
4288,ЕЗЕРОВО,ПЪРВОМАЙ,ПЛОВДИВ
5309,ЕЗЕРОТО,ГАБРОВО,ГАБРОВО
7274,ЕЗЕРЧЕ,ЦАР КАЛОЯН,РАЗГРАД
8490,ЕКЗАРХ АНТИМОВО,КАРНОБАТ,БУРГАС
7171,ЕКЗАРХ ЙОСИФ,БОРОВО,РУСЕ
5070,ЕЛЕНА,ЕЛЕНА,ВЕЛИКО ТЪРНОВО
6399,ЕЛЕНА,ХАСКОВО,ХАСКОВО
6047,ЕЛЕНИНО,СТАРА ЗАГОРА,СТАРА ЗАГОРА
4990,ЕЛЕНКА,НЕДЕЛИНО,СМОЛЯН
2275,ЕЛЕНОВ ДОЛ,СВОГЕ,СОФИЯ
2726,ЕЛЕНОВО,БЛАГОЕВГРАД,БЛАГОЕВГРАД
8943,ЕЛЕНОВО,НОВА ЗАГОРА,СЛИВЕН
7837,ЕЛЕНОВО,ПОПОВО,ТЪРГОВИЩЕ
4731,ЕЛЕНСКА,СМОЛЯН,СМОЛЯН
5388,ЕЛЕНЦИТЕ,ДРЯНОВО,ГАБРОВО
2125,ЕЛЕШНИЦА,ЕЛИН ПЕЛИН,СОФИЯ
2782,ЕЛЕШНИЦА,РАЗЛОГ,БЛАГОЕВГРАД
2100,ЕЛИН ПЕЛИН,ЕЛИН ПЕЛИН,СОФИЯ
3160,ЕЛИСЕЙНА,МЕЗДРА,ВРАЦА
2159,ЕЛОВ ДОЛ,БОТЕВГРАД,СОФИЯ
