,0
ивайло,13
удрял,13
деница,13
произход,13
смолян,13
ребра,13
свърже,13
поискаха,13
попита,13
гости,13
училищата,13
инсулин,13
сто,13
левски,13
правна,13
взета,13
василева,13
убиец,13
обвинява,13
факт,13
допълнителни,13
загинаха,13
кара,13
притежава,13
обратно,13
върнат,13
дойдоха,13
саморазправа,13
румъния,13
пола,13
установява,13
признал,13
майки,13
имената,13
мене,13
тръгне,13
състав,13
напусне,13
губят,13
слънчев,13
сектор,13
цели,13
помещение,13
лична,13
действие,13
простреляна,13
сърцето,13
сидеров,13
тежък,13
стоев,13
загуба,13
обърна,13
казали,13
получили,13
взе,13
тест,13
волята,13
познати,13
вещества,13
болен,13
вярата,13
общественото,13
решават,13
лазар,13
прибира,13
непознат,13
необходимо,13
пост,13
съседът,13
пушка,13
процедурата,13
съученик,13
бъда,13
ромската,13
президента,13
коментират,13
премиерът,13
експлоатация,13
националната,13
битка,13
застане,13
адвоката,13
шарково,13
пишат,13
ангелова,13
стрелбата,13
непотвърдена,13
отправил,13
водата,13
партньора,13
спаси,13
хубаво,13
нели,13
телевизия,13
самото,13
непрекъснато,13
водите,13
качеството,13
поредния,13
включва,13
любовта,13
мероприятия,13
реката,13
интересува,13
пловдивското,13
застреля,13
установяват,13
дала,13
зорница,13
партньор,13
критично,13
неофициална,13
костов,13
местност,13
изчезнала,13
съдействие,13
приятелят,13
периода,13
стрелецът,13
възрастен,13
видео,13
заплаха,13
пострада,13
броят,13
щети,12
групи,12
международния,12
оръжия,12
наложило,12
излязъл,12
инциденти,12
десетина,12
насочени,12
цар,12
ролята,12
оттогава,12
прибрала,12
митко,12
можеш,12
създаване,12
родител,12
създава,12
първоначални,12
починали,12
половината,12
стои,12
знак,12
карат,12
свети,12
имота,12
ирина,12
здравното,12
предлага,12
сгп,12
емили,12
паднало,12
борят,12
следващата,12
нали,12
мотива,12
изборите,12
присъствие,12
реанимацията,12
стела,12
телефонни,12
разговора,12
рязко,12
наблюдава,12
отделението,12
ремонт,12
министерския,12
важна,12
инстанция,12
жилищен,12
внучка,12
взима,12
кризисен,12
братята,12
миналия,12
силна,12
подал,12
средно,12
процесуално,12
надява,12
шеф,12
психологът,12
познавали,12
порезни,12
счупена,12
леглото,12
заявил,12
изпрати,12
последният,12
постъпили,12
европейската,12
моите,12
настаняване,12
италия,12
наблюдаващия,12
наблюдаващ,12
обвиняемите,12
границата,12
росица,12
ясни,12
ефективно,12
труда,12
класната,12
клип,12
влязоха,12
бяхме,12
боя,12
обяснение,12
извади,12
обърне,12
заподозреният,12
изстрел,12
документа,12
власт,12
станишев,12
независимо,12
можете,12
медицинско,12
камък,12
пистолета,12
собственикът,12
принуда,12
стаята,12
намерили,12
операцията,12
заподозрения,12
оставила,12
